NATIONAL,SPORT:Netball,NAME:Netball Australia,CONTACT_NAME:Shirelle McMahon,CONTACT_EMAIL:netballAust@fakedomain.org,CONTACT_ADDRESS:1 Infinite Loop,,,,,,,,,,,
PERSON,NAME:Charisse Ceglinski,CONTACT_EMAIL:Charisse.Ceglinski@fakedom.org,CONTACT_ADDRESS:581 Infinite Loop,DOB:11/08/1991,,,,,,,,,,,,
PERSON,NAME:Charisse Frittz,CONTACT_EMAIL:Charisse.Frittz@fakedom.org,CONTACT_ADDRESS:582 Infinite Loop,DOB:12/08/1991,,,,,,,,,,,,
PERSON,NAME:Charisse Krail,CONTACT_EMAIL:Charisse.Krail@fakedom.org,CONTACT_ADDRESS:583 Infinite Loop,DOB:13/08/1991,,,,,,,,,,,,
PERSON,NAME:Charisse Skibosh,CONTACT_EMAIL:Charisse.Skibosh@fakedom.org,CONTACT_ADDRESS:584 Infinite Loop,DOB:14/08/1991,,,,,,,,,,,,
PERSON,NAME:Charisse Tardio,CONTACT_EMAIL:Charisse.Tardio@fakedom.org,CONTACT_ADDRESS:585 Infinite Loop,DOB:15/08/1991,,,,,,,,,,,,
PERSON,NAME:Charisse Wilbers,CONTACT_EMAIL:Charisse.Wilbers@fakedom.org,CONTACT_ADDRESS:586 Infinite Loop,DOB:16/08/1991,,,,,,,,,,,,
PERSON,NAME:Charleen Fiallos,CONTACT_EMAIL:Charleen.Fiallos@fakedom.org,CONTACT_ADDRESS:587 Infinite Loop,DOB:17/08/1991,,,,,,,,,,,,
PERSON,NAME:Charleen Narine,CONTACT_EMAIL:Charleen.Narine@fakedom.org,CONTACT_ADDRESS:588 Infinite Loop,DOB:18/08/1991,,,,,,,,,,,,
PERSON,NAME:Charleen Sodhi,CONTACT_EMAIL:Charleen.Sodhi@fakedom.org,CONTACT_ADDRESS:589 Infinite Loop,DOB:19/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Edens,CONTACT_EMAIL:Charlene.Edens@fakedom.org,CONTACT_ADDRESS:590 Infinite Loop,DOB:20/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Fall,CONTACT_EMAIL:Charlene.Fall@fakedom.org,CONTACT_ADDRESS:591 Infinite Loop,DOB:21/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Fricke,CONTACT_EMAIL:Charlene.Fricke@fakedom.org,CONTACT_ADDRESS:592 Infinite Loop,DOB:22/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Luck,CONTACT_EMAIL:Charlene.Luck@fakedom.org,CONTACT_ADDRESS:593 Infinite Loop,DOB:23/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Mccormack,CONTACT_EMAIL:Charlene.Mccormack@fakedom.org,CONTACT_ADDRESS:594 Infinite Loop,DOB:24/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Pennington,CONTACT_EMAIL:Charlene.Pennington@fakedom.org,CONTACT_ADDRESS:595 Infinite Loop,DOB:25/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Shaver,CONTACT_EMAIL:Charlene.Shaver@fakedom.org,CONTACT_ADDRESS:596 Infinite Loop,DOB:26/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Thrasher,CONTACT_EMAIL:Charlene.Thrasher@fakedom.org,CONTACT_ADDRESS:597 Infinite Loop,DOB:27/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlene Weinstein,CONTACT_EMAIL:Charlene.Weinstein@fakedom.org,CONTACT_ADDRESS:598 Infinite Loop,DOB:28/08/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Catlin,CONTACT_EMAIL:Charlotte.Catlin@fakedom.org,CONTACT_ADDRESS:599 Infinite Loop,DOB:01/09/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Cozart,CONTACT_EMAIL:Charlotte.Cozart@fakedom.org,CONTACT_ADDRESS:600 Infinite Loop,DOB:02/09/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Haviland,CONTACT_EMAIL:Charlotte.Haviland@fakedom.org,CONTACT_ADDRESS:601 Infinite Loop,DOB:03/09/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Hudspeth,CONTACT_EMAIL:Charlotte.Hudspeth@fakedom.org,CONTACT_ADDRESS:602 Infinite Loop,DOB:04/09/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Huertas,CONTACT_EMAIL:Charlotte.Huertas@fakedom.org,CONTACT_ADDRESS:603 Infinite Loop,DOB:05/09/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Jarrell,CONTACT_EMAIL:Charlotte.Jarrell@fakedom.org,CONTACT_ADDRESS:604 Infinite Loop,DOB:06/09/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Loving,CONTACT_EMAIL:Charlotte.Loving@fakedom.org,CONTACT_ADDRESS:605 Infinite Loop,DOB:07/09/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Sommer,CONTACT_EMAIL:Charlotte.Sommer@fakedom.org,CONTACT_ADDRESS:606 Infinite Loop,DOB:08/09/1991,,,,,,,,,,,,
PERSON,NAME:Charlotte Wysocki,CONTACT_EMAIL:Charlotte.Wysocki@fakedom.org,CONTACT_ADDRESS:607 Infinite Loop,DOB:09/09/1991,,,,,,,,,,,,
PERSON,NAME:Chelsie Szczepanek,CONTACT_EMAIL:Chelsie.Szczepanek@fakedom.org,CONTACT_ADDRESS:608 Infinite Loop,DOB:10/09/1991,,,,,,,,,,,,
PERSON,NAME:Cheree Grohmann,CONTACT_EMAIL:Cheree.Grohmann@fakedom.org,CONTACT_ADDRESS:609 Infinite Loop,DOB:11/09/1991,,,,,,,,,,,,
PERSON,NAME:Cheree Lebert,CONTACT_EMAIL:Cheree.Lebert@fakedom.org,CONTACT_ADDRESS:610 Infinite Loop,DOB:12/09/1991,,,,,,,,,,,,
PERSON,NAME:Cheree Nakhle,CONTACT_EMAIL:Cheree.Nakhle@fakedom.org,CONTACT_ADDRESS:611 Infinite Loop,DOB:13/09/1991,,,,,,,,,,,,
PERSON,NAME:Cherie Burkes,CONTACT_EMAIL:Cherie.Burkes@fakedom.org,CONTACT_ADDRESS:612 Infinite Loop,DOB:14/09/1991,,,,,,,,,,,,
PERSON,NAME:Cherie Mcguckin,CONTACT_EMAIL:Cherie.Mcguckin@fakedom.org,CONTACT_ADDRESS:613 Infinite Loop,DOB:15/09/1991,,,,,,,,,,,,
PERSON,NAME:Chery Brierton,CONTACT_EMAIL:Chery.Brierton@fakedom.org,CONTACT_ADDRESS:614 Infinite Loop,DOB:16/09/1991,,,,,,,,,,,,
PERSON,NAME:Chery Iovino,CONTACT_EMAIL:Chery.Iovino@fakedom.org,CONTACT_ADDRESS:615 Infinite Loop,DOB:17/09/1991,,,,,,,,,,,,
PERSON,NAME:Chery Zorns,CONTACT_EMAIL:Chery.Zorns@fakedom.org,CONTACT_ADDRESS:616 Infinite Loop,DOB:18/09/1991,,,,,,,,,,,,
PERSON,NAME:Cheryl Dana,CONTACT_EMAIL:Cheryl.Dana@fakedom.org,CONTACT_ADDRESS:617 Infinite Loop,DOB:19/09/1991,,,,,,,,,,,,
PERSON,NAME:Cheryl Love,CONTACT_EMAIL:Cheryl.Love@fakedom.org,CONTACT_ADDRESS:618 Infinite Loop,DOB:20/09/1991,,,,,,,,,,,,
PERSON,NAME:Cheryl Lynch,CONTACT_EMAIL:Cheryl.Lynch@fakedom.org,CONTACT_ADDRESS:619 Infinite Loop,DOB:21/09/1991,,,,,,,,,,,,
PERSON,NAME:Cheryl Rauch,CONTACT_EMAIL:Cheryl.Rauch@fakedom.org,CONTACT_ADDRESS:620 Infinite Loop,DOB:22/09/1991,,,,,,,,,,,,
PERSON,NAME:Cheryl Rutherford,CONTACT_EMAIL:Cheryl.Rutherford@fakedom.org,CONTACT_ADDRESS:621 Infinite Loop,DOB:23/09/1991,,,,,,,,,,,,
PERSON,NAME:Ching Vold,CONTACT_EMAIL:Ching.Vold@fakedom.org,CONTACT_ADDRESS:622 Infinite Loop,DOB:24/09/1991,,,,,,,,,,,,
PERSON,NAME:Christa Arvizo,CONTACT_EMAIL:Christa.Arvizo@fakedom.org,CONTACT_ADDRESS:623 Infinite Loop,DOB:25/09/1991,,,,,,,,,,,,
PERSON,NAME:Christa Heil,CONTACT_EMAIL:Christa.Heil@fakedom.org,CONTACT_ADDRESS:624 Infinite Loop,DOB:26/09/1991,,,,,,,,,,,,
PERSON,NAME:Christa Monsour,CONTACT_EMAIL:Christa.Monsour@fakedom.org,CONTACT_ADDRESS:625 Infinite Loop,DOB:27/09/1991,,,,,,,,,,,,
PERSON,NAME:Christa Pflug,CONTACT_EMAIL:Christa.Pflug@fakedom.org,CONTACT_ADDRESS:626 Infinite Loop,DOB:28/09/1991,,,,,,,,,,,,
PERSON,NAME:Christina Blackwood,CONTACT_EMAIL:Christina.Blackwood@fakedom.org,CONTACT_ADDRESS:627 Infinite Loop,DOB:01/10/1991,,,,,,,,,,,,
PERSON,NAME:Christina Driskell,CONTACT_EMAIL:Christina.Driskell@fakedom.org,CONTACT_ADDRESS:628 Infinite Loop,DOB:02/10/1991,,,,,,,,,,,,
PERSON,NAME:Christina Hazlett,CONTACT_EMAIL:Christina.Hazlett@fakedom.org,CONTACT_ADDRESS:629 Infinite Loop,DOB:03/10/1991,,,,,,,,,,,,
PERSON,NAME:Christina Nowlin,CONTACT_EMAIL:Christina.Nowlin@fakedom.org,CONTACT_ADDRESS:630 Infinite Loop,DOB:04/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Bretz,CONTACT_EMAIL:Christine.Bretz@fakedom.org,CONTACT_ADDRESS:631 Infinite Loop,DOB:05/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Deanda,CONTACT_EMAIL:Christine.Deanda@fakedom.org,CONTACT_ADDRESS:632 Infinite Loop,DOB:06/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Denison,CONTACT_EMAIL:Christine.Denison@fakedom.org,CONTACT_ADDRESS:633 Infinite Loop,DOB:07/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Kellerman,CONTACT_EMAIL:Christine.Kellerman@fakedom.org,CONTACT_ADDRESS:634 Infinite Loop,DOB:08/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine King,CONTACT_EMAIL:Christine.King@fakedom.org,CONTACT_ADDRESS:635 Infinite Loop,DOB:09/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Lanning,CONTACT_EMAIL:Christine.Lanning@fakedom.org,CONTACT_ADDRESS:636 Infinite Loop,DOB:10/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Mortensen,CONTACT_EMAIL:Christine.Mortensen@fakedom.org,CONTACT_ADDRESS:637 Infinite Loop,DOB:11/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Prather,CONTACT_EMAIL:Christine.Prather@fakedom.org,CONTACT_ADDRESS:638 Infinite Loop,DOB:12/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Riffle,CONTACT_EMAIL:Christine.Riffle@fakedom.org,CONTACT_ADDRESS:639 Infinite Loop,DOB:13/10/1991,,,,,,,,,,,,
PERSON,NAME:Christine Tull,CONTACT_EMAIL:Christine.Tull@fakedom.org,CONTACT_ADDRESS:640 Infinite Loop,DOB:14/10/1991,,,,,,,,,,,,
PERSON,NAME:Christy Acevedo,CONTACT_EMAIL:Christy.Acevedo@fakedom.org,CONTACT_ADDRESS:641 Infinite Loop,DOB:15/10/1991,,,,,,,,,,,,
PERSON,NAME:Christy Fudge,CONTACT_EMAIL:Christy.Fudge@fakedom.org,CONTACT_ADDRESS:642 Infinite Loop,DOB:16/10/1991,,,,,,,,,,,,
PERSON,NAME:Christy Kendall,CONTACT_EMAIL:Christy.Kendall@fakedom.org,CONTACT_ADDRESS:643 Infinite Loop,DOB:17/10/1991,,,,,,,,,,,,
PERSON,NAME:Christy Sparkman,CONTACT_EMAIL:Christy.Sparkman@fakedom.org,CONTACT_ADDRESS:644 Infinite Loop,DOB:18/10/1991,,,,,,,,,,,,
PERSON,NAME:Christy Yi,CONTACT_EMAIL:Christy.Yi@fakedom.org,CONTACT_ADDRESS:645 Infinite Loop,DOB:19/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Burney,CONTACT_EMAIL:Cindy.Burney@fakedom.org,CONTACT_ADDRESS:646 Infinite Loop,DOB:20/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Coffey,CONTACT_EMAIL:Cindy.Coffey@fakedom.org,CONTACT_ADDRESS:647 Infinite Loop,DOB:21/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Dandrea,CONTACT_EMAIL:Cindy.Dandrea@fakedom.org,CONTACT_ADDRESS:648 Infinite Loop,DOB:22/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Galicia,CONTACT_EMAIL:Cindy.Galicia@fakedom.org,CONTACT_ADDRESS:649 Infinite Loop,DOB:23/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Garland,CONTACT_EMAIL:Cindy.Garland@fakedom.org,CONTACT_ADDRESS:650 Infinite Loop,DOB:24/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Gregoire,CONTACT_EMAIL:Cindy.Gregoire@fakedom.org,CONTACT_ADDRESS:651 Infinite Loop,DOB:25/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Motley,CONTACT_EMAIL:Cindy.Motley@fakedom.org,CONTACT_ADDRESS:652 Infinite Loop,DOB:26/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Penney,CONTACT_EMAIL:Cindy.Penney@fakedom.org,CONTACT_ADDRESS:653 Infinite Loop,DOB:27/10/1991,,,,,,,,,,,,
PERSON,NAME:Cindy Waits,CONTACT_EMAIL:Cindy.Waits@fakedom.org,CONTACT_ADDRESS:654 Infinite Loop,DOB:28/10/1991,,,,,,,,,,,,
PERSON,NAME:Cira Biangone,CONTACT_EMAIL:Cira.Biangone@fakedom.org,CONTACT_ADDRESS:655 Infinite Loop,DOB:01/11/1991,,,,,,,,,,,,
PERSON,NAME:Cira Torrie,CONTACT_EMAIL:Cira.Torrie@fakedom.org,CONTACT_ADDRESS:656 Infinite Loop,DOB:02/11/1991,,,,,,,,,,,,
PERSON,NAME:Claire Barefoot,CONTACT_EMAIL:Claire.Barefoot@fakedom.org,CONTACT_ADDRESS:657 Infinite Loop,DOB:03/11/1991,,,,,,,,,,,,
PERSON,NAME:Claire Britton,CONTACT_EMAIL:Claire.Britton@fakedom.org,CONTACT_ADDRESS:658 Infinite Loop,DOB:04/11/1991,,,,,,,,,,,,
PERSON,NAME:Claire Depriest,CONTACT_EMAIL:Claire.Depriest@fakedom.org,CONTACT_ADDRESS:659 Infinite Loop,DOB:05/11/1991,,,,,,,,,,,,
PERSON,NAME:Claire Donnelly,CONTACT_EMAIL:Claire.Donnelly@fakedom.org,CONTACT_ADDRESS:660 Infinite Loop,DOB:06/11/1991,,,,,,,,,,,,
PERSON,NAME:Claire Halsey,CONTACT_EMAIL:Claire.Halsey@fakedom.org,CONTACT_ADDRESS:661 Infinite Loop,DOB:07/11/1991,,,,,,,,,,,,
PERSON,NAME:Claire Mcdaniels,CONTACT_EMAIL:Claire.Mcdaniels@fakedom.org,CONTACT_ADDRESS:662 Infinite Loop,DOB:08/11/1991,,,,,,,,,,,,
PERSON,NAME:Claire Trull,CONTACT_EMAIL:Claire.Trull@fakedom.org,CONTACT_ADDRESS:663 Infinite Loop,DOB:09/11/1991,,,,,,,,,,,,
PERSON,NAME:Claire Vallejo,CONTACT_EMAIL:Claire.Vallejo@fakedom.org,CONTACT_ADDRESS:664 Infinite Loop,DOB:10/11/1991,,,,,,,,,,,,
PERSON,NAME:Clara Asher,CONTACT_EMAIL:Clara.Asher@fakedom.org,CONTACT_ADDRESS:665 Infinite Loop,DOB:11/11/1991,,,,,,,,,,,,
PERSON,NAME:Clara Bender,CONTACT_EMAIL:Clara.Bender@fakedom.org,CONTACT_ADDRESS:666 Infinite Loop,DOB:12/11/1991,,,,,,,,,,,,
PERSON,NAME:Clara Casias,CONTACT_EMAIL:Clara.Casias@fakedom.org,CONTACT_ADDRESS:667 Infinite Loop,DOB:13/11/1991,,,,,,,,,,,,
PERSON,NAME:Clara Huck,CONTACT_EMAIL:Clara.Huck@fakedom.org,CONTACT_ADDRESS:668 Infinite Loop,DOB:14/11/1991,,,,,,,,,,,,
PERSON,NAME:Clara Maggio,CONTACT_EMAIL:Clara.Maggio@fakedom.org,CONTACT_ADDRESS:669 Infinite Loop,DOB:15/11/1991,,,,,,,,,,,,
PERSON,NAME:Clara Peltier,CONTACT_EMAIL:Clara.Peltier@fakedom.org,CONTACT_ADDRESS:670 Infinite Loop,DOB:16/11/1991,,,,,,,,,,,,
PERSON,NAME:Clara Wainwright,CONTACT_EMAIL:Clara.Wainwright@fakedom.org,CONTACT_ADDRESS:671 Infinite Loop,DOB:17/11/1991,,,,,,,,,,,,
PERSON,NAME:Clare Maass,CONTACT_EMAIL:Clare.Maass@fakedom.org,CONTACT_ADDRESS:672 Infinite Loop,DOB:18/11/1991,,,,,,,,,,,,
PERSON,NAME:Claudia Ayotte,CONTACT_EMAIL:Claudia.Ayotte@fakedom.org,CONTACT_ADDRESS:673 Infinite Loop,DOB:19/11/1991,,,,,,,,,,,,
PERSON,NAME:Claudia Brenner,CONTACT_EMAIL:Claudia.Brenner@fakedom.org,CONTACT_ADDRESS:674 Infinite Loop,DOB:20/11/1991,,,,,,,,,,,,
PERSON,NAME:Claudia Helm,CONTACT_EMAIL:Claudia.Helm@fakedom.org,CONTACT_ADDRESS:675 Infinite Loop,DOB:21/11/1991,,,,,,,,,,,,
PERSON,NAME:Claudia Keane,CONTACT_EMAIL:Claudia.Keane@fakedom.org,CONTACT_ADDRESS:676 Infinite Loop,DOB:22/11/1991,,,,,,,,,,,,
PERSON,NAME:Claudia Owen,CONTACT_EMAIL:Claudia.Owen@fakedom.org,CONTACT_ADDRESS:677 Infinite Loop,DOB:23/11/1991,,,,,,,,,,,,
PERSON,NAME:Claudia Sibley,CONTACT_EMAIL:Claudia.Sibley@fakedom.org,CONTACT_ADDRESS:678 Infinite Loop,DOB:24/11/1991,,,,,,,,,,,,
PERSON,NAME:Claudia Sthilaire,CONTACT_EMAIL:Claudia.Sthilaire@fakedom.org,CONTACT_ADDRESS:679 Infinite Loop,DOB:25/11/1991,,,,,,,,,,,,
PERSON,NAME:Claudio Alsheimer,CONTACT_EMAIL:Claudio.Alsheimer@fakedom.org,CONTACT_ADDRESS:680 Infinite Loop,DOB:26/11/1991,,,,,,,,,,,,
PERSON,NAME:Clementine Cocks,CONTACT_EMAIL:Clementine.Cocks@fakedom.org,CONTACT_ADDRESS:681 Infinite Loop,DOB:27/11/1991,,,,,,,,,,,,
PERSON,NAME:Clorinda Heinlen,CONTACT_EMAIL:Clorinda.Heinlen@fakedom.org,CONTACT_ADDRESS:682 Infinite Loop,DOB:28/11/1991,,,,,,,,,,,,
PERSON,NAME:Clorinda Jerdon,CONTACT_EMAIL:Clorinda.Jerdon@fakedom.org,CONTACT_ADDRESS:683 Infinite Loop,DOB:01/12/1991,,,,,,,,,,,,
PERSON,NAME:Clorinda Mendia,CONTACT_EMAIL:Clorinda.Mendia@fakedom.org,CONTACT_ADDRESS:684 Infinite Loop,DOB:02/12/1991,,,,,,,,,,,,
PERSON,NAME:Clorinda Pacella,CONTACT_EMAIL:Clorinda.Pacella@fakedom.org,CONTACT_ADDRESS:685 Infinite Loop,DOB:03/12/1991,,,,,,,,,,,,
PERSON,NAME:Clorinda Shintaku,CONTACT_EMAIL:Clorinda.Shintaku@fakedom.org,CONTACT_ADDRESS:686 Infinite Loop,DOB:04/12/1991,,,,,,,,,,,,
PERSON,NAME:Clyde Baran,CONTACT_EMAIL:Clyde.Baran@fakedom.org,CONTACT_ADDRESS:687 Infinite Loop,DOB:05/12/1991,,,,,,,,,,,,
PERSON,NAME:Clyde Prada,CONTACT_EMAIL:Clyde.Prada@fakedom.org,CONTACT_ADDRESS:688 Infinite Loop,DOB:06/12/1991,,,,,,,,,,,,
PERSON,NAME:Clyde Vosburgh,CONTACT_EMAIL:Clyde.Vosburgh@fakedom.org,CONTACT_ADDRESS:689 Infinite Loop,DOB:07/12/1991,,,,,,,,,,,,
PERSON,NAME:Colleen Carrero,CONTACT_EMAIL:Colleen.Carrero@fakedom.org,CONTACT_ADDRESS:690 Infinite Loop,DOB:08/12/1991,,,,,,,,,,,,
PERSON,NAME:Colleen Cedeno,CONTACT_EMAIL:Colleen.Cedeno@fakedom.org,CONTACT_ADDRESS:691 Infinite Loop,DOB:09/12/1991,,,,,,,,,,,,
PERSON,NAME:Colleen Ingraham,CONTACT_EMAIL:Colleen.Ingraham@fakedom.org,CONTACT_ADDRESS:692 Infinite Loop,DOB:10/12/1991,,,,,,,,,,,,
PERSON,NAME:Colleen Joiner,CONTACT_EMAIL:Colleen.Joiner@fakedom.org,CONTACT_ADDRESS:693 Infinite Loop,DOB:11/12/1991,,,,,,,,,,,,
PERSON,NAME:Colleen Risinger,CONTACT_EMAIL:Colleen.Risinger@fakedom.org,CONTACT_ADDRESS:694 Infinite Loop,DOB:12/12/1991,,,,,,,,,,,,
PERSON,NAME:Colleen Sandifer,CONTACT_EMAIL:Colleen.Sandifer@fakedom.org,CONTACT_ADDRESS:695 Infinite Loop,DOB:13/12/1991,,,,,,,,,,,,
PERSON,NAME:Collette Wriston,CONTACT_EMAIL:Collette.Wriston@fakedom.org,CONTACT_ADDRESS:696 Infinite Loop,DOB:14/12/1991,,,,,,,,,,,,
PERSON,NAME:Colton Brentnall,CONTACT_EMAIL:Colton.Brentnall@fakedom.org,CONTACT_ADDRESS:697 Infinite Loop,DOB:15/12/1991,,,,,,,,,,,,
PERSON,NAME:Colton Goldhahn,CONTACT_EMAIL:Colton.Goldhahn@fakedom.org,CONTACT_ADDRESS:698 Infinite Loop,DOB:16/12/1991,,,,,,,,,,,,
PERSON,NAME:Conchita Azapinto,CONTACT_EMAIL:Conchita.Azapinto@fakedom.org,CONTACT_ADDRESS:699 Infinite Loop,DOB:17/12/1991,,,,,,,,,,,,
PERSON,NAME:Constance Berg,CONTACT_EMAIL:Constance.Berg@fakedom.org,CONTACT_ADDRESS:700 Infinite Loop,DOB:18/12/1991,,,,,,,,,,,,
PERSON,NAME:Constance Liggett,CONTACT_EMAIL:Constance.Liggett@fakedom.org,CONTACT_ADDRESS:701 Infinite Loop,DOB:19/12/1991,,,,,,,,,,,,
PERSON,NAME:Constance Mccorkle,CONTACT_EMAIL:Constance.Mccorkle@fakedom.org,CONTACT_ADDRESS:702 Infinite Loop,DOB:20/12/1991,,,,,,,,,,,,
PERSON,NAME:Consuelo Hagans,CONTACT_EMAIL:Consuelo.Hagans@fakedom.org,CONTACT_ADDRESS:703 Infinite Loop,DOB:21/12/1991,,,,,,,,,,,,
PERSON,NAME:Consuelo Tworek,CONTACT_EMAIL:Consuelo.Tworek@fakedom.org,CONTACT_ADDRESS:704 Infinite Loop,DOB:22/12/1991,,,,,,,,,,,,
PERSON,NAME:Cora Gregory,CONTACT_EMAIL:Cora.Gregory@fakedom.org,CONTACT_ADDRESS:705 Infinite Loop,DOB:23/12/1991,,,,,,,,,,,,
PERSON,NAME:Cora Mills,CONTACT_EMAIL:Cora.Mills@fakedom.org,CONTACT_ADDRESS:706 Infinite Loop,DOB:24/12/1991,,,,,,,,,,,,
PERSON,NAME:Cora Stauffer,CONTACT_EMAIL:Cora.Stauffer@fakedom.org,CONTACT_ADDRESS:707 Infinite Loop,DOB:25/12/1991,,,,,,,,,,,,
PERSON,NAME:Cora Thorson,CONTACT_EMAIL:Cora.Thorson@fakedom.org,CONTACT_ADDRESS:708 Infinite Loop,DOB:26/12/1991,,,,,,,,,,,,
PERSON,NAME:Corinna Cordew,CONTACT_EMAIL:Corinna.Cordew@fakedom.org,CONTACT_ADDRESS:709 Infinite Loop,DOB:27/12/1991,,,,,,,,,,,,
PERSON,NAME:Corinne Kocsis,CONTACT_EMAIL:Corinne.Kocsis@fakedom.org,CONTACT_ADDRESS:710 Infinite Loop,DOB:28/12/1991,,,,,,,,,,,,
PERSON,NAME:Corinne Kost,CONTACT_EMAIL:Corinne.Kost@fakedom.org,CONTACT_ADDRESS:711 Infinite Loop,DOB:01/01/1992,,,,,,,,,,,,
PERSON,NAME:Cornell Chaskey,CONTACT_EMAIL:Cornell.Chaskey@fakedom.org,CONTACT_ADDRESS:712 Infinite Loop,DOB:02/01/1992,,,,,,,,,,,,
PERSON,NAME:Cornell Cohens,CONTACT_EMAIL:Cornell.Cohens@fakedom.org,CONTACT_ADDRESS:713 Infinite Loop,DOB:03/01/1992,,,,,,,,,,,,
PERSON,NAME:Cornell Meter,CONTACT_EMAIL:Cornell.Meter@fakedom.org,CONTACT_ADDRESS:714 Infinite Loop,DOB:04/01/1992,,,,,,,,,,,,
PERSON,NAME:Cornell Tritch,CONTACT_EMAIL:Cornell.Tritch@fakedom.org,CONTACT_ADDRESS:715 Infinite Loop,DOB:05/01/1992,,,,,,,,,,,,
PERSON,NAME:Cornell Uhri,CONTACT_EMAIL:Cornell.Uhri@fakedom.org,CONTACT_ADDRESS:716 Infinite Loop,DOB:06/01/1992,,,,,,,,,,,,
PERSON,NAME:Cornell Yeakel,CONTACT_EMAIL:Cornell.Yeakel@fakedom.org,CONTACT_ADDRESS:717 Infinite Loop,DOB:07/01/1992,,,,,,,,,,,,
PERSON,NAME:Corrie Gorr,CONTACT_EMAIL:Corrie.Gorr@fakedom.org,CONTACT_ADDRESS:718 Infinite Loop,DOB:08/01/1992,,,,,,,,,,,,
PERSON,NAME:Corrie Postema,CONTACT_EMAIL:Corrie.Postema@fakedom.org,CONTACT_ADDRESS:719 Infinite Loop,DOB:09/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Bines,CONTACT_EMAIL:Courtney.Bines@fakedom.org,CONTACT_ADDRESS:720 Infinite Loop,DOB:10/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Candill,CONTACT_EMAIL:Courtney.Candill@fakedom.org,CONTACT_ADDRESS:721 Infinite Loop,DOB:11/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Ducey,CONTACT_EMAIL:Courtney.Ducey@fakedom.org,CONTACT_ADDRESS:722 Infinite Loop,DOB:12/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Girdner,CONTACT_EMAIL:Courtney.Girdner@fakedom.org,CONTACT_ADDRESS:723 Infinite Loop,DOB:13/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Keady,CONTACT_EMAIL:Courtney.Keady@fakedom.org,CONTACT_ADDRESS:724 Infinite Loop,DOB:14/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Mccomber,CONTACT_EMAIL:Courtney.Mccomber@fakedom.org,CONTACT_ADDRESS:725 Infinite Loop,DOB:15/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Okey,CONTACT_EMAIL:Courtney.Okey@fakedom.org,CONTACT_ADDRESS:726 Infinite Loop,DOB:16/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Pittinger,CONTACT_EMAIL:Courtney.Pittinger@fakedom.org,CONTACT_ADDRESS:727 Infinite Loop,DOB:17/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Ruacho,CONTACT_EMAIL:Courtney.Ruacho@fakedom.org,CONTACT_ADDRESS:728 Infinite Loop,DOB:18/01/1992,,,,,,,,,,,,
PERSON,NAME:Courtney Wessler,CONTACT_EMAIL:Courtney.Wessler@fakedom.org,CONTACT_ADDRESS:729 Infinite Loop,DOB:19/01/1992,,,,,,,,,,,,
